schedule,step,train_reward
rl_to_echo,80,0.4479
rl_to_echo,81,0.5543
rl_to_echo,82,0.5182
rl_to_echo,83,0.5032
rl_to_echo,84,0.5388
rl_to_echo,85,0.6117
rl_to_echo,86,0.5193
rl_to_echo,87,0.6401
rl_to_echo,88,0.5922
rl_to_echo,89,0.5846
rl_to_echo,90,0.538
rl_to_echo,91,0.5841
rl_to_echo,92,0.5422
rl_to_echo,93,0.5393
rl_to_echo,94,0.5599
rl_to_echo,95,0.5344
rl_to_echo,96,0.5651
rl_to_echo,97,0.5734
rl_to_echo,98,0.55
rl_to_echo,99,0.5583
rl_to_echo,100,0.5083
rl_to_echo,101,0.5542
rl_to_echo,102,0.4802
rl_to_echo,103,0.4495
rl_to_echo,104,0.5309
rl_to_echo,105,0.4579
rl_to_echo,106,0.462
rl_to_echo,107,0.5029
rl_to_echo,108,0.4887
rl_to_echo,109,0.4685
rl_to_echo,110,0.5766
rl_to_echo,111,0.4835
rl_to_echo,112,0.5267
rl_to_echo,113,0.5594
rl_to_echo,114,0.5432
rl_to_echo,115,0.5823
rl_to_echo,116,0.5766
rl_to_echo,117,0.6103
rl_to_echo,118,0.5525
rl_to_echo,119,0.635
rl_to_echo,120,0.602
rl_to_echo,121,0.4688
rl_to_echo,122,0.7467
rl_to_echo,123,0.4929
rl_to_echo,124,0.5924
rl_to_echo,125,0.5503
rl_to_echo,126,0.5938
rl_to_echo,127,0.4848
rl_to_echo,128,0.5836
rl_to_echo,129,0.5491
rl_to_echo,130,0.4601
rl_to_echo,131,0.5523
rl_to_echo,132,0.4419
rl_to_echo,133,0.5866
rl_to_echo,134,0.5829
rl_to_echo,135,0.5698
rl_to_echo,136,0.4577
rl_to_echo,137,0.7213
rl_to_echo,138,0.6953
rl_to_echo,139,0.5326
rl_to_echo,140,0.5511
rl_to_echo,141,0.3698
rl_to_echo,142,0.5437
rl_to_echo,143,0.5695
rl_to_echo,144,0.722
rl_to_echo,145,0.5814
rl_to_echo,146,0.4164
rl_to_echo,147,0.5795
rl_to_echo,148,0.5496
rl_to_echo,149,0.5164
rl_to_echo,150,0.502
rl_to_echo,151,0.5102
rl_to_echo,152,0.6328
rl_to_echo,153,0.4957
rl_to_echo,154,0.5176
rl_to_echo,155,0.5488
rl_to_echo,156,0.4638
rl_to_echo,157,0.4997
rl_to_echo,158,0.5438
rl_to_echo,159,0.6262
rl_to_echo,160,0.5081
rl_to_echo,161,0.4538
rl_to_echo,162,0.5341
rl_to_echo,163,0.4684
rl_to_echo,164,0.541
rl_to_echo,165,0.5641
rl_to_echo,166,0.568
rl_to_echo,167,0.4696
rl_to_echo,168,0.5202
rl_to_echo,169,0.3616
rl_to_echo,170,0.6522
rl_to_echo,171,0.5638
rl_to_echo,172,0.3558
rl_to_echo,173,0.594
rl_to_echo,174,0.5729
rl_to_echo,175,0.5944
rl_to_echo,176,0.5243
rl_to_echo,177,0.6706
rl_to_echo,178,0.4328
rl_to_echo,179,0.4831
rl_to_echo,180,0.5358
rl_to_echo,181,0.5773
rl_to_echo,182,0.5909
rl_to_echo,183,0.5025
rl_to_echo,184,0.4971
rl_to_echo,185,0.5596
rl_to_echo,186,0.3954
rl_to_echo,187,0.664
rl_to_echo,188,0.6389
rl_to_echo,189,0.5361
rl_to_echo,190,0.5261
rl_to_echo,191,0.5267
rl_to_echo,192,0.4891
rl_to_echo,193,0.6543
rl_to_echo,194,0.4802
rl_to_echo,195,0.5405
rl_to_echo,196,0.4833
rl_to_echo,197,0.4897
rl_to_echo,198,0.4537
rl_to_echo,199,0.3999
rl_to_echo,200,0.6598
